value_rank,domain,word,length,google_20k_rank,dns_status,dns_code,whois_status,checked_at_utc
4973,spiv.ai,spiv,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4977,spug.ai,spug,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4981,staw.ai,staw,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4987,stid.ai,stid,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4999,stug.ai,stug,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5002,stut.ai,stut,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5003,sudd.ai,sudd,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5005,suer.ai,suer,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5008,sugh.ai,sugh,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5010,suid.ai,suid,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5012,suld.ai,suld,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5027,suwe.ai,suwe,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5037,swob.ai,swob,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5038,swom.ai,swom,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5040,swow.ai,swow,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5052,taen.ai,taen,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5059,taky.ai,taky,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5076,tarr.ai,tarr,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5082,tath.ai,tath,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5085,taun.ai,taun,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5090,tawn.ai,tawn,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5093,tche.ai,tche,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5094,tchu.ai,tchu,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5097,teap.ai,teap,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5116,teuk.ai,teuk,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5125,thof.ai,thof,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5127,thoo.ai,thoo,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5128,thow.ai,thow,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5143,tirl.ai,tirl,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5144,tirr.ai,tirr,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5162,togt.ai,togt,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5190,toug.ai,toug,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5192,towd.ai,towd,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5193,towy.ai,towy,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5197,trah.ai,trah,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5213,tryt.ai,tryt,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5222,tuik.ai,tuik,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5239,turr.ai,turr,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5248,twae.ai,twae,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5252,tway.ai,tway,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5258,tymp.ai,tymp,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5265,uily.ai,uily,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5273,unal.ai,unal,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5274,unau.ai,unau,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5276,unca.ai,unca,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5277,unci.ai,unci,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5284,unze.ai,unze,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5291,urao.ai,urao,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5292,urde.ai,urde,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5301,utas.ai,utas,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5302,utch.ai,utch,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5305,uvea.ai,uvea,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5306,uvic.ai,uvic,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5310,vady.ai,vady,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5353,voet.ai,voet,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5357,waag.ai,waag,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5358,waar.ai,waar,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5363,waeg.ai,waeg,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5364,waer.ai,waer,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5372,wakf.ai,wakf,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5379,wany.ai,wany,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5381,warf.ai,warf,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5383,warl.ai,warl,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5389,wath.ai,wath,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5390,wauf.ai,wauf,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5391,waul.ai,waul,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5392,waup.ai,waup,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5393,waur.ai,waur,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5400,wede.ai,wede,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5417,wese.ai,wese,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5421,whan.ai,whan,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5423,whar.ai,whar,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5424,whau.ai,whau,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5429,whid.ai,whid,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5439,whud.ai,whud,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5440,whun.ai,whun,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5441,whup.ai,whup,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5442,whuz.ai,whuz,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5458,wirr.ai,wirr,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5466,woak.ai,woak,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5467,woan.ai,woan,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5469,woft.ai,woft,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5480,wouf.ai,wouf,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5482,wowt.ai,wowt,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5483,wran.ai,wran,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5484,wraw.ai,wraw,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5486,wrig.ai,wrig,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5489,wugg.ai,wugg,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5490,wulk.ai,wulk,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5491,wull.ai,wull,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5493,wusp.ai,wusp,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5494,wuss.ai,wuss,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5495,wust.ai,wust,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5498,wyke.ai,wyke,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5511,yaff.ai,yaff,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5514,yaje.ai,yaje,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5515,yalb.ai,yalb,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5521,yarb.ai,yarb,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5529,yaud.ai,yaud,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5535,yawy.ai,yawy,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5537,ycie.ai,ycie,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5541,yede.ai,yede,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5543,yees.ai,yees,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5546,yelk.ai,yelk,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5553,yere.ai,yere,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5554,yerk.ai,yerk,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5561,yeuk.ai,yeuk,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5562,yigh.ai,yigh,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5563,yill.ai,yill,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5564,yilt.ai,yilt,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5565,yird.ai,yird,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5566,yirk.ai,yirk,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5567,yirm.ai,yirm,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5568,yirn.ai,yirn,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5569,yirr.ai,yirr,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5570,yite.ai,yite,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5572,yock.ai,yock,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5574,yogh.ai,yogh,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5577,yoky.ai,yoky,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5580,yont.ai,yont,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5589,yowt.ai,yowt,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5592,yuft.ai,yuft,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
5609,zimb.ai,zimb,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
