value_rank,domain,word,length,google_20k_rank
923,iva.ai,iva,3,
924,iwa.ai,iwa,3,
925,iyo.ai,iyo,3,
926,jab.ai,jab,3,
927,jag.ai,jag,3,
928,jap.ai,jap,3,
929,jed.ai,jed,3,
930,jib.ai,jib,3,
931,jig.ai,jig,3,
932,jog.ai,jog,3,
933,jot.ai,jot,3,
934,jow.ai,jow,3,
935,jud.ai,jud,3,
936,jug.ai,jug,3,
937,jut.ai,jut,3,
938,kea.ai,kea,3,
939,keb.ai,keb,3,
940,ked.ai,ked,3,
941,kef.ai,kef,3,
942,keg.ai,keg,3,
943,kep.ai,kep,3,
944,ket.ai,ket,3,
945,kex.ai,kex,3,
946,khu.ai,khu,3,
947,kil.ai,kil,3,
948,kip.ai,kip,3,
949,koa.ai,koa,3,
950,kob.ai,kob,3,
951,koi.ai,koi,3,
952,kon.ai,kon,3,
953,kop.ai,kop,3,
954,kor.ai,kor,3,
955,kou.ai,kou,3,
956,kra.ai,kra,3,
957,kyl.ai,kyl,3,
958,lak.ai,lak,3,
959,lar.ai,lar,3,
960,lek.ai,lek,3,
961,lew.ai,lew,3,
962,ley.ai,ley,3,
963,loa.ai,loa,3,
964,lod.ai,lod,3,
965,lof.ai,lof,3,
966,loo.ai,loo,3,
967,lop.ai,lop,3,
968,lox.ai,lox,3,
969,loy.ai,loy,3,
970,lue.ai,lue,3,
971,lum.ai,lum,3,
972,lut.ai,lut,3,
973,lye.ai,lye,3,
974,mau.ai,mau,3,
975,maw.ai,maw,3,
976,mew.ai,mew,3,
977,mho.ai,mho,3,
978,mig.ai,mig,3,
979,mim.ai,mim,3,
980,mog.ai,mog,3,
981,mor.ai,mor,3,
982,mou.ai,mou,3,
983,mow.ai,mow,3,
984,moy.ai,moy,3,
985,mun.ai,mun,3,
986,mux.ai,mux,3,
987,naa.ai,naa,3,
988,nab.ai,nab,3,
989,nae.ai,nae,3,
990,nag.ai,nag,3,
991,nak.ai,nak,3,
992,nar.ai,nar,3,
993,naw.ai,naw,3,
994,nea.ai,nea,3,
995,neb.ai,neb,3,
996,nee.ai,nee,3,
997,nef.ai,nef,3,
998,nei.ai,nei,3,
999,nep.ai,nep,3,
1000,nid.ai,nid,3,
1001,nig.ai,nig,3,
1002,nim.ai,nim,3,
1003,nit.ai,nit,3,
1004,nix.ai,nix,3,
1005,noa.ai,noa,3,
1006,nob.ai,nob,3,
1007,nog.ai,nog,3,
1008,noy.ai,noy,3,
1009,nth.ai,nth,3,
1010,nub.ai,nub,3,
1011,nul.ai,nul,3,
1012,nun.ai,nun,3,
1013,nye.ai,nye,3,
1014,oaf.ai,oaf,3,
1015,oam.ai,oam,3,
1016,oar.ai,oar,3,
1017,oat.ai,oat,3,
1018,obe.ai,obe,3,
1019,obi.ai,obi,3,
1020,ock.ai,ock,3,
1021,oda.ai,oda,3,
1022,oer.ai,oer,3,
1023,oes.ai,oes,3,
1024,oft.ai,oft,3,
1025,oho.ai,oho,3,
1026,oii.ai,oii,3,
1027,oka.ai,oka,3,
1028,olm.ai,olm,3,
1029,ona.ai,ona,3,
1030,ope.ai,ope,3,
1031,orc.ai,orc,3,
1032,ort.ai,ort,3,
1033,ory.ai,ory,3,
1034,ose.ai,ose,3,
1035,ouf.ai,ouf,3,
1036,ova.ai,ova,3,
1037,owd.ai,owd,3,
1038,owk.ai,owk,3,
1039,oxy.ai,oxy,3,
1040,pah.ai,pah,3,
1041,pau.ai,pau,3,
1042,ped.ai,ped,3,
1043,pes.ai,pes,3,
1044,pew.ai,pew,3,
1045,pho.ai,pho,3,
1046,phu.ai,phu,3,
1047,pia.ai,pia,3,
1048,pik.ai,pik,3,
1049,pip.ai,pip,3,
1050,pir.ai,pir,3,
1051,pob.ai,pob,3,
1052,poh.ai,poh,3,
1053,poi.ai,poi,3,
1054,pom.ai,pom,3,
1055,pon.ai,pon,3,
1056,pox.ai,pox,3,
1057,pry.ai,pry,3,
1058,pua.ai,pua,3,
1059,pud.ai,pud,3,
1060,pug.ai,pug,3,
1061,pul.ai,pul,3,
1062,pun.ai,pun,3,
1063,pup.ai,pup,3,
1064,pur.ai,pur,3,
1065,pus.ai,pus,3,
1066,pya.ai,pya,3,
1067,pyr.ai,pyr,3,
1068,pyx.ai,pyx,3,
1069,qua.ai,qua,3,
1070,rab.ai,rab,3,
1071,rah.ai,rah,3,
1072,raj.ai,raj,3,
1073,rax.ai,rax,3,
1074,reb.ai,reb,3,
1075,ree.ai,ree,3,
1076,reh.ai,reh,3,
1077,rhe.ai,rhe,3,
1078,rho.ai,rho,3,
1079,ria.ai,ria,3,
1080,rie.ai,rie,3,
1081,rit.ai,rit,3,
1082,rix.ai,rix,3,
1083,rog.ai,rog,3,
1084,rox.ai,rox,3,
1085,rud.ai,rud,3,
1086,rut.ai,rut,3,
1087,rux.ai,rux,3,
1088,saa.ai,saa,3,
1089,sab.ai,sab,3,
1090,sag.ai,sag,3,
1091,sah.ai,sah,3,
1092,sai.ai,sai,3,
1093,saj.ai,saj,3,
1094,seg.ai,seg,3,
1095,sey.ai,sey,3,
1096,sho.ai,sho,3,
1097,sib.ai,sib,3,
1098,sil.ai,sil,3,
1099,sla.ai,sla,3,
1100,sly.ai,sly,3,
1101,sma.ai,sma,3,
1102,sny.ai,sny,3,
1103,sob.ai,sob,3,
1104,sod.ai,sod,3,
1105,soe.ai,soe,3,
1106,sog.ai,sog,3,
1107,soh.ai,soh,3,
1108,sok.ai,sok,3,
1109,sop.ai,sop,3,
1110,sot.ai,sot,3,
1111,sou.ai,sou,3,
1112,sov.ai,sov,3,
1113,sow.ai,sow,3,
1114,ssu.ai,ssu,3,
1115,sty.ai,sty,3,
1116,sud.ai,sud,3,
1117,suz.ai,suz,3,
1118,swa.ai,swa,3,
1119,sye.ai,sye,3,
1120,taa.ai,taa,3,
1121,tae.ai,tae,3,
1122,tat.ai,tat,3,
1123,tav.ai,tav,3,
1124,taw.ai,taw,3,
1125,tay.ai,tay,3,
1126,tch.ai,tch,3,
1127,tck.ai,tck,3,
1128,teg.ai,teg,3,
1129,tew.ai,tew,3,
1130,tez.ai,tez,3,
1131,tib.ai,tib,3,
1132,tid.ai,tid,3,
1133,tig.ai,tig,3,
1134,tji.ai,tji,3,
1135,toa.ai,toa,3,
1136,tod.ai,tod,3,
1137,tog.ai,tog,3,
1138,toi.ai,toi,3,
1139,tol.ai,tol,3,
1140,tou.ai,tou,3,
1141,tox.ai,tox,3,
1142,tst.ai,tst,3,
1143,tua.ai,tua,3,
1144,tug.ai,tug,3,
1145,tui.ai,tui,3,
1146,tum.ai,tum,3,
1147,tun.ai,tun,3,
1148,tup.ai,tup,3,
1149,tur.ai,tur,3,
1150,tut.ai,tut,3,
1151,tux.ai,tux,3,
1152,twa.ai,twa,3,
1153,tye.ai,tye,3,
1154,tyg.ai,tyg,3,
1155,tyt.ai,tyt,3,
1156,ubi.ai,ubi,3,
1157,udo.ai,udo,3,
1158,ugh.ai,ugh,3,
1159,uji.ai,uji,3,
1160,uke.ai,uke,3,
1161,ula.ai,ula,3,
1162,ule.ai,ule,3,
1163,ull.ai,ull,3,
1164,ulu.ai,ulu,3,
1165,ume.ai,ume,3,
1166,ump.ai,ump,3,
1167,umu.ai,umu,3,
1168,upo.ai,upo,3,
1169,ura.ai,ura,3,
1170,urd.ai,urd,3,
1171,ure.ai,ure,3,
1172,urf.ai,urf,3,
1173,ush.ai,ush,3,
1174,ust.ai,ust,3,
1175,uta.ai,uta,3,
1176,utu.ai,utu,3,
1177,uva.ai,uva,3,
1178,vag.ai,vag,3,
1179,vas.ai,vas,3,
1180,vau.ai,vau,3,
1181,vee.ai,vee,3,
1182,vei.ai,vei,3,
1183,vex.ai,vex,3,
1184,vim.ai,vim,3,
1185,voe.ai,voe,3,
1186,vog.ai,vog,3,
1187,vow.ai,vow,3,
1188,vug.ai,vug,3,
1189,vum.ai,vum,3,
1190,wab.ai,wab,3,
1191,wad.ai,wad,3,
1192,wae.ai,wae,3,
1193,wag.ai,wag,3,
1194,wah.ai,wah,3,
1195,waw.ai,waw,3,
1196,wem.ai,wem,3,
1197,wer.ai,wer,3,
1198,wey.ai,wey,3,
1199,wha.ai,wha,3,
1200,wid.ai,wid,3,
1201,wim.ai,wim,3,
1202,wir.ai,wir,3,
1203,wis.ai,wis,3,
1204,wiz.ai,wiz,3,
1205,wob.ai,wob,3,
1206,wod.ai,wod,3,
1207,woe.ai,woe,3,
1208,wog.ai,wog,3,
1209,wok.ai,wok,3,
1210,wop.ai,wop,3,
1211,wot.ai,wot,3,
1212,woy.ai,woy,3,
1213,wro.ai,wro,3,
1214,wry.ai,wry,3,
1215,wud.ai,wud,3,
1216,wun.ai,wun,3,
1217,wup.ai,wup,3,
1218,wur.ai,wur,3,
1219,wut.ai,wut,3,
1220,wye.ai,wye,3,
1221,wyn.ai,wyn,3,
1222,yad.ai,yad,3,
1223,yah.ai,yah,3,
1224,yak.ai,yak,3,
1225,yam.ai,yam,3,
1226,yap.ai,yap,3,
1227,yar.ai,yar,3,
1228,yas.ai,yas,3,
1229,yat.ai,yat,3,
1230,yaw.ai,yaw,3,
1231,yed.ai,yed,3,
1232,yee.ai,yee,3,
1233,yeo.ai,yeo,3,
1234,yew.ai,yew,3,
1235,yex.ai,yex,3,
1236,yez.ai,yez,3,
1237,yip.ai,yip,3,
1238,yis.ai,yis,3,
1239,yoe.ai,yoe,3,
1240,yoi.ai,yoi,3,
1241,yok.ai,yok,3,
1242,yom.ai,yom,3,
1243,yon.ai,yon,3,
1244,yor.ai,yor,3,
1245,yot.ai,yot,3,
1246,yow.ai,yow,3,
1247,yox.ai,yox,3,
1248,yoy.ai,yoy,3,
1249,yuh.ai,yuh,3,
1250,yus.ai,yus,3,
1251,zac.ai,zac,3,
1252,zad.ai,zad,3,
1253,zag.ai,zag,3,
1254,zak.ai,zak,3,
1255,zar.ai,zar,3,
1256,zat.ai,zat,3,
1257,zax.ai,zax,3,
1258,zed.ai,zed,3,
1259,zee.ai,zee,3,
1260,zel.ai,zel,3,
1261,zer.ai,zer,3,
1262,zig.ai,zig,3,
1263,zoa.ai,zoa,3,
1264,that.ai,that,4,10
1265,this.ai,this,4,12
1266,with.ai,with,4,13
1267,from.ai,from,4,21
1268,your.ai,your,4,24
1269,have.ai,have,4,26
1270,more.ai,more,4,28
1271,will.ai,will,4,32
1272,home.ai,home,4,33
1273,page.ai,page,4,38
1274,free.ai,free,4,42
1275,time.ai,time,4,50
1276,they.ai,they,4,51
1277,site.ai,site,4,52
1278,what.ai,what,4,56
1279,news.ai,news,4,59
1280,only.ai,only,4,65
1281,when.ai,when,4,68
1282,here.ai,here,4,70
1283,also.ai,also,4,74
1284,help.ai,help,4,76
1285,view.ai,view,4,79
1286,been.ai,been,4,85
1287,were.ai,were,4,88
1288,some.ai,some,4,92
1289,like.ai,like,4,96
1290,than.ai,than,4,99
1291,find.ai,find,4,100
1292,date.ai,date,4,102
1293,back.ai,back,4,103
1294,list.ai,list,4,107
1295,name.ai,name,4,108
1296,just.ai,just,4,109
1297,over.ai,over,4,110
1298,year.ai,year,4,112
1299,into.ai,into,4,114
1300,next.ai,next,4,121
1301,used.ai,used,4,122
1302,work.ai,work,4,125
1303,last.ai,last,4,126
1304,most.ai,most,4,127
1305,data.ai,data,4,131
1306,make.ai,make,4,132
1307,them.ai,them,4,133
1308,post.ai,post,4,137
1309,city.ai,city,4,139
1310,such.ai,such,4,144
1311,best.ai,best,4,151
1312,then.ai,then,4,153
1313,good.ai,good,4,155
1314,well.ai,well,4,157
1315,high.ai,high,4,164
1316,each.ai,each,4,168
1317,very.ai,very,4,174
1318,book.ai,book,4,176
1319,read.ai,read,4,180
1320,need.ai,need,4,183
1321,many.ai,many,4,184
1322,user.ai,user,4,185
1323,said.ai,said,4,186
1324,does.ai,does,4,188
1325,mail.ai,mail,4,195
1326,full.ai,full,4,196
1327,life.ai,life,4,200
1328,know.ai,know,4,201
1329,days.ai,days,4,204
1330,part.ai,part,4,207
1331,real.ai,real,4,212
1332,item.ai,item,4,214
1333,must.ai,must,4,218
1334,made.ai,made,4,222
1335,line.ai,line,4,228
1336,send.ai,send,4,233
1337,type.ai,type,4,235
1338,take.ai,take,4,246
1339,area.ai,area,4,253
1340,want.ai,want,4,254
1341,long.ai,long,4,264
1342,code.ai,code,4,267
1343,show.ai,show,4,268
1344,even.ai,even,4,270
1345,much.ai,much,4,279
1346,sign.ai,sign,4,280
1347,file.ai,file,4,281
1348,link.ai,link,4,282
1349,open.ai,open,4,283
1350,case.ai,case,4,287
1351,same.ai,same,4,289
1352,both.ai,both,4,300
1353,game.ai,game,4,305
1354,care.ai,care,4,309
1355,down.ai,down,4,311
1356,size.ai,size,4,337
1357,shop.ai,shop,4,343
1358,text.ai,text,4,349
1359,rate.ai,rate,4,352
1360,form.ai,form,4,368
1361,love.ai,love,4,370
1362,main.ai,main,4,373
1363,call.ai,call,4,374
1364,save.ai,save,4,400
1365,york.ai,york,4,412
1366,card.ai,card,4,414
1367,food.ai,food,4,418
1368,sale.ai,sale,4,425
1369,teen.ai,teen,4,432
1370,room.ai,room,4,433
1371,join.ai,join,4,439
1372,west.ai,west,4,444
1373,look.ai,look,4,446
1374,left.ai,left,4,448
1375,team.ai,team,4,449
1376,week.ai,week,4,458
1377,note.ai,note,4,460
1378,live.ai,live,4,461
1379,june.ai,june,4,467
1380,plan.ai,plan,4,480
1381,cost.ai,cost,4,489
1382,test.ai,test,4,502
1383,come.ai,come,4,504
1384,cart.ai,cart,4,510
1385,play.ai,play,4,516
1386,less.ai,less,4,535
1387,park.ai,park,4,549
1388,side.ai,side,4,551
1389,give.ai,give,4,555
1390,sell.ai,sell,4,564
1391,body.ai,body,4,570
1392,east.ai,east,4,576
1393,club.ai,club,4,582
1394,road.ai,road,4,590
1395,gift.ai,gift,4,591
1396,hard.ai,hard,4,596
1397,four.ai,four,4,600
1398,blue.ai,blue,4,618
1399,easy.ai,easy,4,621
1400,star.ai,star,4,639
1401,hand.ai,hand,4,644
1402,keep.ai,keep,4,656
1403,baby.ai,baby,4,669
1404,term.ai,term,4,676
1405,film.ai,film,4,677
1406,head.ai,head,4,692
1407,cell.ai,cell,4,695
1408,self.ai,self,4,697
1409,away.ai,away,4,699
1410,once.ai,once,4,705
1411,sure.ai,sure,4,716
1412,tell.ai,tell,4,723
1413,able.ai,able,4,727
1414,gold.ai,gold,4,740
1415,past.ai,past,4,758
1416,five.ai,five,4,764
1417,upon.ai,upon,4,765
1418,land.ai,land,4,773
1419,done.ai,done,4,775
1420,ever.ai,ever,4,799
1421,word.ai,word,4,810
1422,bill.ai,bill,4,813
1423,talk.ai,talk,4,816
1424,nude.ai,nude,4,828
1425,true.ai,true,4,831
1426,else.ai,else,4,833
1427,mark.ai,mark,4,834
1428,rock.ai,rock,4,836
1429,plus.ai,plus,4,844
1430,auto.ai,auto,4,845
1431,edit.ai,edit,4,848
1432,fast.ai,fast,4,852
1433,fact.ai,fact,4,854
1434,unit.ai,unit,4,855
1435,tech.ai,tech,4,858
1436,meet.ai,meet,4,859
1437,feel.ai,feel,4,873
1438,bank.ai,bank,4,875
1439,risk.ai,risk,4,876
1440,town.ai,town,4,888
1441,girl.ai,girl,4,902
1442,golf.ai,golf,4,908
1443,loan.ai,loan,4,916
1444,wide.ai,wide,4,917
1445,sort.ai,sort,4,923
1446,half.ai,half,4,928
1447,step.ai,step,4,930
1448,none.ai,none,4,935
1449,lake.ai,lake,4,940
1450,fire.ai,fire,4,960
1451,chat.ai,chat,4,962
1452,loss.ai,loss,4,972
1453,face.ai,face,4,973
1454,base.ai,base,4,988
1455,near.ai,near,4,989
1456,stay.ai,stay,4,1001
1457,turn.ai,turn,4,1007
1458,mean.ai,mean,4,1008
1459,king.ai,king,4,1012
1460,copy.ai,copy,4,1016
1461,drug.ai,drug,4,1018
1462,cash.ai,cash,4,1023
1463,seen.ai,seen,4,1032
1464,port.ai,port,4,1035
1465,stop.ai,stop,4,1038
1466,soon.ai,soon,4,1052
1467,mind.ai,mind,4,1074
1468,lost.ai,lost,4,1079
1469,tour.ai,tour,4,1080
1470,menu.ai,menu,4,1081
1471,hope.ai,hope,4,1086
1472,wish.ai,wish,4,1089
1473,role.ai,role,4,1093
1474,came.ai,came,4,1097
1475,fine.ai,fine,4,1114
1476,hour.ai,hour,4,1118
1477,bush.ai,bush,4,1122
1478,huge.ai,huge,4,1133
1479,kind.ai,kind,4,1139
1480,move.ai,move,4,1142
1481,logo.ai,logo,4,1154
1482,nice.ai,nice,4,1157
1483,sent.ai,sent,4,1167
1484,band.ai,band,4,1173
1485,lead.ai,lead,4,1176
1486,went.ai,went,4,1179
1487,mode.ai,mode,4,1195
1488,fund.ai,fund,4,1200
1489,male.ai,male,4,1210
1490,took.ai,took,4,1215
1491,song.ai,song,4,1225
1492,late.ai,late,4,1231
1493,fall.ai,fall,4,1232
1494,idea.ai,idea,4,1234
1495,tool.ai,tool,4,1247
1496,hill.ai,hill,4,1271
1497,deal.ai,deal,4,1274
1498,hold.ai,hold,4,1275
1499,safe.ai,safe,4,1286
1500,feed.ai,feed,4,1293
1501,hall.ai,hall,4,1329
1502,anti.ai,anti,4,1331
1503,ship.ai,ship,4,1348
1504,hair.ai,hair,4,1357
1505,anal.ai,anal,4,1366
1506,tree.ai,tree,4,1369
1507,thus.ai,thus,4,1373
1508,wall.ai,wall,4,1374
1509,wine.ai,wine,4,1399
1510,vote.ai,vote,4,1402
1511,ways.ai,ways,4,1415
1512,rule.ai,rule,4,1419
1513,told.ai,told,4,1433
1514,sexy.ai,sexy,4,1447
1515,door.ai,door,4,1449
1516,cool.ai,cool,4,1457
1517,pass.ai,pass,4,1493
1518,skin.ai,skin,4,1509
1519,mary.ai,mary,4,1514
1520,ring.ai,ring,4,1517
1521,deep.ai,deep,4,1543
1522,rest.ai,rest,4,1547
1523,pool.ai,pool,4,1554
1524,fish.ai,fish,4,1563
1525,pack.ai,pack,4,1570
1526,born.ai,born,4,1576
1527,race.ai,race,4,1581
1528,rape.ai,rape,4,1605
1529,debt.ai,debt,4,1612
1530,core.ai,core,4,1617
1531,wood.ai,wood,4,1623
1532,rent.ai,rent,4,1637
1533,dark.ai,dark,4,1640
1534,host.ai,host,4,1656
1535,fair.ai,fair,4,1667
1536,dead.ai,dead,4,1700
1537,mike.ai,mike,4,1705
1538,trip.ai,trip,4,1706
1539,poor.ai,poor,4,1711
1540,farm.ai,farm,4,1717
1541,lord.ai,lord,4,1731
1542,hear.ai,hear,4,1736
1543,goes.ai,goes,4,1741
1544,wife.ai,wife,4,1750
1545,zone.ai,zone,4,1757
1546,jack.ai,jack,4,1765
1547,flat.ai,flat,4,1766
1548,flow.ai,flow,4,1767
1549,path.ai,path,4,1790
1550,skip.ai,skip,4,1838
1551,diet.ai,diet,4,1839
1552,army.ai,army,4,1840
1553,gear.ai,gear,4,1842
1554,lots.ai,lots,4,1851
1555,firm.ai,firm,4,1854
1556,jump.ai,jump,4,1861
1557,ball.ai,ball,4,1887
1558,goal.ai,goal,4,1896
1559,sold.ai,sold,4,1898
1560,wind.ai,wind,4,1899
1561,palm.ai,palm,4,1917
1562,pain.ai,pain,4,1938
1563,oral.ai,oral,4,1950
1564,ford.ai,ford,4,1951
1565,edge.ai,edge,4,1953
1566,root.ai,root,4,1955
1567,pink.ai,pink,4,1961
1568,shot.ai,shot,4,1967
1569,cold.ai,cold,4,1986
1570,foot.ai,foot,4,2008
1571,mass.ai,mass,4,2009
1572,heat.ai,heat,4,2027
1573,wild.ai,wild,4,2028
1574,miss.ai,miss,4,2032
1575,task.ai,task,4,2035
1576,soft.ai,soft,4,2052
1577,fuel.ai,fuel,4,2063
1578,walk.ai,walk,4,2065
1579,wait.ai,wait,4,2071
1580,rose.ai,rose,4,2075
1581,pick.ai,pick,4,2096
1582,load.ai,load,4,2135
1583,cock.ai,cock,4,2152
1584,drop.ai,drop,4,2158
1585,rich.ai,rich,4,2169
1586,seem.ai,seem,4,2190
1587,hire.ai,hire,4,2197
1588,gave.ai,gave,4,2209
1589,rank.ai,rank,4,2219
1590,inch.ai,inch,4,2261
1591,snow.ai,snow,4,2274
1592,camp.ai,camp,4,2283
1593,fill.ai,fill,4,2291
1594,gone.ai,gone,4,2332
1595,fort.ai,fort,4,2341
1596,gene.ai,gene,4,2349
1597,disc.ai,disc,4,2355
1598,boat.ai,boat,4,2360
1599,icon.ai,icon,4,2368
1600,cast.ai,cast,4,2394
1601,felt.ai,felt,4,2396
1602,soul.ai,soul,4,2403
1603,flag.ai,flag,4,2413
1604,atom.ai,atom,4,2431
1605,iron.ai,iron,4,2441
1606,void.ai,void,4,2448
1607,disk.ai,disk,4,2458
1608,desk.ai,desk,4,2467
1609,hong.ai,hong,4,2473
1610,vice.ai,vice,4,2474
1611,duty.ai,duty,4,2487
1612,bear.ai,bear,4,2490
1613,gain.ai,gain,4,2491
1614,lack.ai,lack,4,2498
1615,knew.ai,knew,4,2519
1616,zoom.ai,zoom,4,2539
1617,blow.ai,blow,4,2540
1618,clip.ai,clip,4,2549
1619,wire.ai,wire,4,2558
1620,tape.ai,tape,4,2565
1621,spam.ai,spam,4,2568
1622,acid.ai,acid,4,2570
1623,cent.ai,cent,4,2572
1624,null.ai,null,4,2578
1625,zero.ai,zero,4,2579
1626,roll.ai,roll,4,2595
1627,bath.ai,bath,4,2601
1628,font.ai,font,4,2618
1629,beta.ai,beta,4,2635
1630,fail.ai,fail,4,2636
1631,jazz.ai,jazz,4,2652
1632,wear.ai,wear,4,2664
1633,rare.ai,rare,4,2682
1634,dual.ai,dual,4,2702
1635,rise.ai,rise,4,2703
1636,bird.ai,bird,4,2707
1637,lady.ai,lady,4,2715
1638,dell.ai,dell,4,2731
1639,seat.ai,seat,4,2740
1640,toll.ai,toll,4,2759
1641,cape.ai,cape,4,2761
1642,mine.ai,mine,4,2768
1643,whom.ai,whom,4,2776
1644,math.ai,math,4,2779
1645,dogs.ai,dogs,4,2795
1646,moon.ai,moon,4,2801
1647,fear.ai,fear,4,2824
1648,kept.ai,kept,4,2840
1649,beat.ai,beat,4,2851
1650,arms.ai,arms,4,2860
1651,hide.ai,hide,4,2880
1652,slow.ai,slow,4,2901
1653,nine.ai,nine,4,2910
1654,eric.ai,eric,4,2914
1655,spot.ai,spot,4,2915
1656,grow.ai,grow,4,2923
1657,rain.ai,rain,4,2947
1658,onto.ai,onto,4,2948
1659,bass.ai,bass,4,2961
1660,hole.ai,hole,4,2966
1661,ride.ai,ride,4,2968
1662,pair.ai,pair,4,2978
1663,yeah.ai,yeah,4,2994
1664,evil.ai,evil,4,3009
1665,peak.ai,peak,4,3039
1666,dick.ai,dick,4,3045
1667,salt.ai,salt,4,3047
1668,bell.ai,bell,4,3053
1669,jeff.ai,jeff,4,3089
1670,lane.ai,lane,4,3094
1671,kill.ai,kill,4,3096
1672,plug.ai,plug,4,3137
1673,cook.ai,cook,4,3139
1674,bike.ai,bike,4,3155
1675,lose.ai,lose,4,3169
1676,seek.ai,seek,4,3171
1677,tony.ai,tony,4,3185
1678,soil.ai,soil,4,3202
1679,exit.ai,exit,4,3227
1680,wave.ai,wave,4,3233
1681,holy.ai,holy,4,3238
1682,mesh.ai,mesh,4,3241
1683,dean.ai,dean,4,3250
1684,poll.ai,poll,4,3252
1685,bond.ai,bond,4,3261
1686,jean.ai,jean,4,3321
1687,visa.ai,visa,4,3326
1688,pure.ai,pure,4,3337
1689,hell.ai,hell,4,3340
1690,lens.ai,lens,4,3346
1691,draw.ai,draw,4,3350
1692,warm.ai,warm,4,3359
1693,suck.ai,suck,4,3373
1694,babe.ai,babe,4,3375
1695,crew.ai,crew,4,3384
1696,rear.ai,rear,4,3398
1697,node.ai,node,4,3407
1698,lock.ai,lock,4,3411
1699,mile.ai,mile,4,3417
1700,bowl.ai,bowl,4,3423
1701,tank.ai,tank,4,3429
1702,navy.ai,navy,4,3434
1703,dish.ai,dish,4,3469
1704,slot.ai,slot,4,3488
1705,gray.ai,gray,4,3510
1706,hate.ai,hate,4,3527
1707,rice.ai,rice,4,3534
1708,loop.ai,loop,4,3536
1709,vary.ai,vary,4,3558
1710,milk.ai,milk,4,3567
1711,boot.ai,boot,4,3579
1712,push.ai,push,4,3587
1713,alan.ai,alan,4,3609
1714,dear.ai,dear,4,3613
1715,beer.ai,beer,4,3624
1716,jane.ai,jane,4,3636
1717,earn.ai,earn,4,3644
1718,twin.ai,twin,4,3663
1719,dont.ai,dont,4,3669
1720,suit.ai,suit,4,3709
1721,chip.ai,chip,4,3712
1722,char.ai,char,4,3731
1723,echo.ai,echo,4,3764
1724,grid.ai,grid,4,3766
1725,pull.ai,pull,4,3810
1726,nick.ai,nick,4,3866
1727,plot.ai,plot,4,3870
1728,pump.ai,pump,4,3877
1729,exam.ai,exam,4,3919
1730,grey.ai,grey,4,3939
1731,bold.ai,bold,4,3945
1732,scan.ai,scan,4,3956
1733,aged.ai,aged,4,3972
1734,bulk.ai,bulk,4,3977
1735,cute.ai,cute,4,3996
1736,para.ai,para,4,3999
1737,seed.ai,seed,4,4013
1738,peer.ai,peer,4,4023
1739,meat.ai,meat,4,4041
1740,bang.ai,bang,4,4051
1741,bone.ai,bone,4,4053
1742,gate.ai,gate,4,4069
1743,tone.ai,tone,4,4082
1744,busy.ai,busy,4,4087
1745,neck.ai,neck,4,4094
1746,wing.ai,wing,4,4096
1747,tiny.ai,tiny,4,4106
1748,rail.ai,rail,4,4108
1749,tube.ai,tube,4,4116
1750,belt.ai,belt,4,4121
1751,luck.ai,luck,4,4206
1752,dial.ai,dial,4,4211
1753,gang.ai,gang,4,4228
1754,cake.ai,cake,4,4242
1755,semi.ai,semi,4,4250
1756,till.ai,till,4,4267
1757,shoe.ai,shoe,4,4274
1758,sand.ai,sand,4,4278
1759,seal.ai,seal,4,4290
1760,pipe.ai,pipe,4,4312
1761,deck.ai,deck,4,4329
1762,thin.ai,thin,4,4349
1763,sick.ai,sick,4,4358
1764,dose.ai,dose,4,4359
1765,folk.ai,folk,4,4475
1766,hist.ai,hist,4,4497
1767,lift.ai,lift,4,4499
1768,mall.ai,mall,4,4518
1769,fell.ai,fell,4,4538
1770,yard.ai,yard,4,4540
1771,pour.ai,pour,4,4561
1772,dust.ai,dust,4,4566
1773,butt.ai,butt,4,4580
1774,kent.ai,kent,4,4590
1775,ward.ai,ward,4,4608
1776,roof.ai,roof,4,4613
1777,kiss.ai,kiss,4,4618
1778,rush.ai,rush,4,4640
1779,yoga.ai,yoga,4,4648
1780,lamp.ai,lamp,4,4652
1781,glad.ai,glad,4,4672
1782,rack.ai,rack,4,4680
1783,boss.ai,boss,4,4699
1784,ross.ai,ross,4,4711
1785,anna.ai,anna,4,4714
1786,solo.ai,solo,4,4716
1787,tall.ai,tall,4,4724
1788,nova.ai,nova,4,4746
1789,wake.ai,wake,4,4774
1790,drum.ai,drum,4,4807
1791,ease.ai,ease,4,4819
1792,orgy.ai,orgy,4,4822
1793,pine.ai,pine,4,4853
1794,tend.ai,tend,4,4855
1795,gulf.ai,gulf,4,4856
1796,rick.ai,rick,4,4858
1797,hunt.ai,hunt,4,4878
1798,mill.ai,mill,4,4898
1799,burn.ai,burn,4,4915
1800,sole.ai,sole,4,4964
1801,laid.ai,laid,4,4977
1802,clay.ai,clay,4,4978
1803,weak.ai,weak,4,4981
1804,wise.ai,wise,4,4991
1805,odds.ai,odds,4,4995
1806,marc.ai,marc,4,5011
1807,sons.ai,sons,4,5028
1808,leaf.ai,leaf,4,5029
1809,silk.ai,silk,4,5051
1810,wolf.ai,wolf,4,5073
1811,kick.ai,kick,4,5089
1812,meal.ai,meal,4,5091
1813,hurt.ai,hurt,4,5093
1814,slip.ai,slip,4,5110
1815,pill.ai,pill,4,5159
